gwas_name,mid,module_size,net,pval,teamName,traitGroup,type,new_gwas_cat,trait.simplified
EUR.GLGC.Mc_TC,98,17,4_coexpr,7.66997684e-05,Resham,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.GLGC.Mc_TC,38,25,4_coexpr,0.000254844338,Resham,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.Hor2010.Narcolepsy.META_NARCO_HLAall_IMPUTED,137,34,4_coexpr,0.000105666314,Resham,Narcolepsy,Various,,Narcolepsy
EUR.IBDGenetics.CD,186,45,4_coexpr,0.000105312131,Resham,Inflammatory bowel disease,Immune,,Crohn's disease
EUR.IBDGenetics.CD,52,72,4_coexpr,0.000297740428,Resham,Inflammatory bowel disease,Immune,,Crohn's disease
EUR.LEP.Leptin_Adjusted_for_BMI,125,62,4_coexpr,6.425171420000001e-05,Resham,Leptin,Various,,Leptin
EUR.Neuroticism_Full,2,33,4_coexpr,0.00017789205000000001,Resham,Neuroticism,Psychiatric,,Neuroticism
EUR.Okada2014.RA_GWASmeta_European_v2,52,72,4_coexpr,1.59573566e-06,Resham,Rheumatoid arthritis,Immune,,Rheumatoid arthritis
EUR.Okada2014.RA_GWASmeta_European_v2,55,65,4_coexpr,2.4224760899999997e-05,Resham,Rheumatoid arthritis,Immune,,Rheumatoid arthritis
EUR.Okada2014.RA_GWASmeta_European_v2,137,34,4_coexpr,7.69366628e-05,Resham,Rheumatoid arthritis,Immune,,Rheumatoid arthritis
EUR.onqah.pgcasdeuro,47,69,4_coexpr,0.00019536646799999999,Resham,Autism,Psychiatric,,Autism
EUR.onqah.pgcasdeuro,108,11,4_coexpr,0.000473177751,Resham,Autism,Psychiatric,,Autism
EUR.pgc.cross.SCZ17.2013-05,2,33,4_coexpr,2.10808395e-05,Resham,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.scz.full.2012-04,2,33,4_coexpr,6.601524809999999e-06,Resham,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.scz2.2014,2,33,4_coexpr,0.00012937357599999998,Resham,Schizophrenia,Psychiatric,,Schizophrenia
EUR.RA_GWASmeta2_20090505,52,72,4_coexpr,1.59058091e-05,Resham,Rheumatoid arthritis,Immune,,Rheumatoid arthritis
EUR.RA_GWASmeta2_20090505,137,34,4_coexpr,0.000192009289,Resham,Rheumatoid arthritis,Immune,,Rheumatoid arthritis
EUR.RA_GWASmeta2_20090505,55,65,4_coexpr,0.00047233245799999996,Resham,Rheumatoid arthritis,Immune,,Rheumatoid arthritis
EUR.scz.swe.pgc1.results.v3,2,33,4_coexpr,0.000114755098,Resham,Schizophrenia,Psychiatric,,Schizophrenia
EUR.BMI.ENGAGE1000G_BMI,665,8,5_cancer,2.59627711e-05,Resham,"BMI, obesity",Anthropometric,,Body mass index
EUR.BMI.ENGAGE1000G_BMI,210,7,5_cancer,3.4737826799999995e-05,Resham,"BMI, obesity",Anthropometric,,Body mass index
EUR.GIANT.BMI.SNP_gwas_mc_merge_nogc.tbl.uniq,665,8,5_cancer,2.16439689e-05,Resham,"BMI, obesity",Anthropometric,,Body mass index
EUR.GIANT.BMI.WOMEN.GT50.publicrelease,665,8,5_cancer,5.8746787e-05,Resham,"BMI, obesity",Anthropometric,,Body mass index
EUR.GIANT_2015_WC_FEMALES_EUR,665,8,5_cancer,3.19645124e-05,Resham,"BMI, waist, hip (female)",Anthropometric,,Waist circumference
EUR.GIANT_OBESITY_CLASS1_Stage1_Berndt2013_publicrelease_HapMapCeuFreq,210,7,5_cancer,4.4463306e-05,Resham,"BMI, obesity",Anthropometric,,Obesity
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HIPadjBMI_MEN,180,11,5_cancer,6.50906294e-05,Resham,BMI (male),Anthropometric,,Body mass index
EUR.Neuroticism_Full,655,6,5_cancer,6.37304204e-05,Resham,Neuroticism,Psychiatric,,Neuroticism
EUR.Neuroticism_Full,106,40,5_cancer,0.000133658184,Resham,Neuroticism,Psychiatric,,Neuroticism
EUR.BPSCZ.results,157,32,1_ppi,6.419633e-06,TripleAHC,"Bipolar, schizophrenia",Psychiatric,,Cross-disorder
EUR.BPSCZ.scz-only.results,157,32,1_ppi,1.91636314e-06,TripleAHC,Schizophrenia,Psychiatric,,Schizophrenia
EUR.CARDIoGRAM_2010_lipids.LDL_ONE,144,49,1_ppi,8.90105789e-06,TripleAHC,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.CARDIoGRAM_2010_lipids.LDL_ONE,231,7,1_ppi,5.32415672e-05,TripleAHC,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.CARDIoGRAM_2010_lipids.TC_ONE,144,49,1_ppi,1.0035649800000001e-05,TripleAHC,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.CARDIoGRAM_2010_lipids.TC_ONE,130,57,1_ppi,4.79319438e-05,TripleAHC,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.Fritsche_2015_AdvancedAMD,280,7,1_ppi,0.000101272644,TripleAHC,Various,Various,,Macular degeneration
EUR.GIANT_2015_HIPadjBMI_COMBINED_EUR,251,12,1_ppi,1.54845811e-06,TripleAHC,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_COMBINED_EUR,157,32,1_ppi,1.3322369199999998e-05,TripleAHC,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_COMBINED_EUR,51,26,1_ppi,0.000142513271,TripleAHC,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_COMBINED_EUR,158,11,1_ppi,0.000420718223,TripleAHC,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_COMBINED_EUR,302,3,1_ppi,0.000526004283,TripleAHC,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_FEMALES_EUR,157,32,1_ppi,3.72897868e-05,TripleAHC,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_FEMALES_EUR,251,12,1_ppi,0.00010058071,TripleAHC,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_FEMALES_EUR,51,26,1_ppi,0.000154955782,TripleAHC,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_MALES_EUR,251,12,1_ppi,3.07584498e-05,TripleAHC,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_MALES_EUR,157,32,1_ppi,4.0046545e-05,TripleAHC,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_2015_WCadjBMI_MALES_EUR,251,12,1_ppi,1.32407203e-08,TripleAHC,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_2015_WCadjBMI_MALES_EUR,302,3,1_ppi,9.262731679999999e-05,TripleAHC,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_HEIGHT_LangoAllen2010_publicrelease_HapMapCeuFreq_eqtl,251,12,1_ppi,2.01074074e-06,TripleAHC,Height,Anthropometric,,Height
EUR.GIANT_HEIGHT_LangoAllen2010_publicrelease_HapMapCeuFreq_eqtl,302,3,1_ppi,8.7703711e-05,TripleAHC,Height,Anthropometric,,Height
EUR.GIANT_HEIGHT_LangoAllen2010_publicrelease_HapMapCeuFreq_eqtl,51,26,1_ppi,0.000167133547,TripleAHC,Height,Anthropometric,,Height
EUR.GIANT_HEIGHT_LangoAllen2010_publicrelease_HapMapCeuFreq_eqtl,158,11,1_ppi,0.000270696442,TripleAHC,Height,Anthropometric,,Height
EUR.GIANT_HEIGHT_Wood_et_al_2014_publicrelease_HapMapCeuFreq,51,26,1_ppi,3.1111734699999996e-05,TripleAHC,Height,Anthropometric,,Height
EUR.GIANT_HEIGHT_Wood_et_al_2014_publicrelease_HapMapCeuFreq,251,12,1_ppi,6.49425248e-05,TripleAHC,Height,Anthropometric,,Height
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_MEN,158,11,1_ppi,2.8446350399999995e-05,TripleAHC,Height,Anthropometric,,Height
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_MEN,51,26,1_ppi,3.86438681e-05,TripleAHC,Height,Anthropometric,,Height
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_MEN,251,12,1_ppi,4.9480726999999996e-05,TripleAHC,Height,Anthropometric,,Height
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_MEN,302,3,1_ppi,0.00019706921999999998,TripleAHC,Height,Anthropometric,,Height
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_MEN,167,27,1_ppi,0.000354650437,TripleAHC,Height,Anthropometric,,Height
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HIPadjBMI_WOMEN,106,5,1_ppi,7.600586829999999e-05,TripleAHC,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HIPadjBMI_WOMEN,158,11,1_ppi,0.00022390789799999999,TripleAHC,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WCadjBMI_MEN,251,12,1_ppi,5.58643032e-09,TripleAHC,BMI (male),Anthropometric,,Body mass index
EUR.GLGC.jointGwasMc_LDL,144,49,1_ppi,8.27277282e-06,TripleAHC,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.GLGC.jointGwasMc_TC,144,49,1_ppi,9.345122859999998e-06,TripleAHC,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.GLGC.jointGwasMc_TC,130,57,1_ppi,3.14268073e-05,TripleAHC,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.GLGC.jointGwasMc_TC,58,6,1_ppi,0.000186113102,TripleAHC,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.GLGC.Mc_LDL,144,49,1_ppi,3.3895007100000004e-05,TripleAHC,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.GLGC.Mc_LDL,231,7,1_ppi,0.000211432141,TripleAHC,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.GLGC.Mc_LDL,130,57,1_ppi,0.000229696936,TripleAHC,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.GLGC.Mc_TC,130,57,1_ppi,1.8748908199999998e-05,TripleAHC,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.GLGC.Mc_TC,144,49,1_ppi,0.00025632665199999997,TripleAHC,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.IBD.gwas_ichip_meta_release.CD_GWAS_P,85,96,1_ppi,3.23039598e-05,TripleAHC,Inflammatory bowel disease,Immune,,Crohn's disease
EUR.IBD.gwas_ichip_meta_release.CD_ICHIP_P,85,96,1_ppi,4.8001134899999994e-05,TripleAHC,Inflammatory bowel disease,Immune,,Crohn's disease
EUR.IBD.gwas_ichip_meta_release.CD_META_P,85,96,1_ppi,5.2786774700000004e-05,TripleAHC,Inflammatory bowel disease,Immune,,Crohn's disease
EUR.IBD.gwas_ichip_meta_release.IBD_GWAS_P,85,96,1_ppi,1.7806372e-05,TripleAHC,Inflammatory bowel disease,Immune,,Inflammatory bowel disease
EUR.IBD.gwas_ichip_meta_release.IBD_META_P,85,96,1_ppi,0.00013802901,TripleAHC,Inflammatory bowel disease,Immune,,Inflammatory bowel disease
EUR.IBD.gwas_ichip_meta_release.UC_ICHIP_P,85,96,1_ppi,7.56064167e-05,TripleAHC,Inflammatory bowel disease,Immune,,Ulcerative colitis
EUR.IBDGenetics.CD,85,96,1_ppi,1.90896654e-08,TripleAHC,Inflammatory bowel disease,Immune,,Crohn's disease
EUR.IBDGenetics.UC,85,96,1_ppi,1.61647313e-06,TripleAHC,Inflammatory bowel disease,Immune,,Ulcerative colitis
EUR.Kathiresan2009.LDL,144,49,1_ppi,4.2356903600000006e-05,TripleAHC,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.Okada2014.RA_GWASmeta_European_v2,85,96,1_ppi,4.26993624e-07,TripleAHC,Rheumatoid arthritis,Immune,,Rheumatoid arthritis
EUR.pgc.cross.full.2013-03,157,32,1_ppi,4.0239766600000004e-05,TripleAHC,"Bipolar, schizophrenia",Psychiatric,,Cross-disorder
EUR.pgc.cross.SCZ17.2013-05,157,32,1_ppi,2.19031577e-06,TripleAHC,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.scz.full.2012-04,157,32,1_ppi,9.56063864e-07,TripleAHC,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.scz2.2014,157,32,1_ppi,1.12528201e-05,TripleAHC,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.scz2.2014,51,26,1_ppi,5.915601399999999e-05,TripleAHC,Schizophrenia,Psychiatric,,Schizophrenia
EUR.scz.swe.pgc1.results.v3,157,32,1_ppi,0.00012432796899999998,TripleAHC,Schizophrenia,Psychiatric,,Schizophrenia
EUR.Willer2008.LDL,144,49,1_ppi,1.22135567e-06,TripleAHC,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.BPSCZ.scz-only.results,269,6,2_ppi,4.54995503e-05,TripleAHC,Schizophrenia,Psychiatric,,Schizophrenia
EUR.CARDIoGRAM_2010_lipids.LDL_ONE,386,3,2_ppi,8.715508140000001e-06,TripleAHC,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.CARDIoGRAM_2010_lipids.LDL_ONE,394,18,2_ppi,6.510191589999999e-05,TripleAHC,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.CARDIoGRAM_2010_lipids.TC_ONE,394,18,2_ppi,8.49139048e-08,TripleAHC,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.CARDIoGRAM_2010_lipids.TC_ONE,386,3,2_ppi,9.109605929999999e-05,TripleAHC,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.DIAGRAMv3.2012DEC17.T2D,362,94,2_ppi,7.56616525e-05,TripleAHC,Type 2 diabetes,Glycemic,,Type 2 diabetes
EUR.FG.ENGAGE1000G_FG,526,3,2_ppi,5.149243759999999e-06,TripleAHC,Fasting glucose,Glycemic,,Fasting glucose
EUR.GIANT_HEIGHT_LangoAllen2010_publicrelease_HapMapCeuFreq_eqtl,482,6,2_ppi,4.82546442e-05,TripleAHC,Height,Anthropometric,,Height
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_MEN,529,8,2_ppi,4.504268370000001e-05,TripleAHC,Height,Anthropometric,,Height
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_MEN,482,6,2_ppi,0.00010291369,TripleAHC,Height,Anthropometric,,Height
EUR.GLGC.jointGwasMc_LDL,394,18,2_ppi,7.46249495e-05,TripleAHC,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.GLGC.jointGwasMc_LDL,386,3,2_ppi,0.00015071903999999998,TripleAHC,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.GLGC.jointGwasMc_TC,394,18,2_ppi,1.24486482e-08,TripleAHC,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.GLGC.Mc_LDL,394,18,2_ppi,6.06825672e-05,TripleAHC,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.GLGC.Mc_LDL,386,3,2_ppi,6.61519908e-05,TripleAHC,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.GLGC.Mc_LDL,640,6,2_ppi,8.65330266e-05,TripleAHC,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.GLGC.Mc_TC,394,18,2_ppi,7.0851347e-09,TripleAHC,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.Hor2010.Narcolepsy.META_NARCO_HLAall_IMPUTED,451,44,2_ppi,1.6965344899999996e-05,TripleAHC,Narcolepsy,Various,,Narcolepsy
EUR.IGAP_stage_1,386,3,2_ppi,9.40723332e-06,TripleAHC,Alzheimer's disease,Neurodegenerative,,Alzheimer's disease
EUR.MAGIC.FastingGlucose,526,3,2_ppi,1.05309423e-05,TripleAHC,Fasting glucose,Glycemic,,Fasting glucose
EUR.MAGIC.Manning_et_al_FastingGlucose_Interaction.JMAcontBMI_P,526,3,2_ppi,7.4309716200000005e-06,TripleAHC,Fasting glucose,Glycemic,,Fasting glucose (BMI interact.)
EUR.MAGIC.Scott_et_al_FG_Jan2013,526,3,2_ppi,4.333091179999999e-05,TripleAHC,Fasting glucose,Glycemic,,Fasting glucose
EUR.MAGIC.Scott_et_al_FG_Jan2013,578,4,2_ppi,0.00011822151400000001,TripleAHC,Fasting glucose,Glycemic,,Fasting glucose
EUR.MAGIC_Manning_et_al_FastingGlucose_MainEffect.BMIadj,526,3,2_ppi,5.08041716e-06,TripleAHC,Fasting glucose,Glycemic,,Fasting glucose
EUR.MAGIC_Manning_et_al_FastingGlucose_MainEffect,526,3,2_ppi,9.72494553e-06,TripleAHC,Fasting glucose,Glycemic,,Fasting glucose
EUR.Okada2014.RA_GWASmeta_European_v2,375,3,2_ppi,0.000105734356,TripleAHC,Rheumatoid arthritis,Immune,,Rheumatoid arthritis
EUR.Okada2014.RA_GWASmeta_European_v2,451,44,2_ppi,0.000127411806,TripleAHC,Rheumatoid arthritis,Immune,,Rheumatoid arthritis
EUR.pgc.scz.full.2012-04,269,6,2_ppi,6.8330612e-05,TripleAHC,Schizophrenia,Psychiatric,,Schizophrenia
EUR.RA_GWASmeta2_20090505,451,44,2_ppi,9.426637939999999e-06,TripleAHC,Rheumatoid arthritis,Immune,,Rheumatoid arthritis
EUR.ASN.CAD.cad.add.160614.website,287,3,3_signal,3.7939917900000003e-05,TripleAHC,Coronary artery disease,Cardiovascular,,Coronary artery disease
EUR.ASN.MI.mi.add.030315.website,287,3,3_signal,0.000117208555,TripleAHC,Coronary artery disease,Cardiovascular,,Coronary artery disease
EUR.CARDIoGRAM_2010_lipids.LDL_ONE,287,3,3_signal,7.4815847e-06,TripleAHC,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.CARDIoGRAM_2010_lipids.TC_ONE,287,3,3_signal,1.0220114099999999e-05,TripleAHC,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.FG.ENGAGE1000G_FG,289,3,3_signal,5.76486257e-06,TripleAHC,Fasting glucose,Glycemic,,Fasting glucose
EUR.Fritsche_2015_AdvancedAMD,239,7,3_signal,4.116075990000001e-06,TripleAHC,Various,Various,,Macular degeneration
EUR.GIANT_2015_HIPadjBMI_COMBINED_EUR,104,33,3_signal,6.99858834e-06,TripleAHC,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_FEMALES_EUR,104,33,3_signal,2.65104195e-05,TripleAHC,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_EXTREME_BMI_Stage1_Berndt2013_publicrelease_HapMapCeuFreq,70,4,3_signal,8.72733081e-05,TripleAHC,"BMI, obesity",Anthropometric,,Body mass index
EUR.GIANT_HEIGHT_LangoAllen2010_publicrelease_HapMapCeuFreq_eqtl,104,33,3_signal,2.54876655e-05,TripleAHC,Height,Anthropometric,,Height
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_WOMEN,104,33,3_signal,3.57277777e-05,TripleAHC,Height,Anthropometric,,Height
EUR.GLGC.jointGwasMc_LDL,287,3,3_signal,1.32046851e-05,TripleAHC,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.GLGC.jointGwasMc_TC,287,3,3_signal,2.1422341599999998e-05,TripleAHC,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.GLGC.Mc_LDL,287,3,3_signal,1.96722759e-05,TripleAHC,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.GLGC.Mc_TC,287,3,3_signal,1.3378164e-05,TripleAHC,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.IBDGenetics.UC,73,4,3_signal,0.000219428171,TripleAHC,Inflammatory bowel disease,Immune,,Ulcerative colitis
EUR.IBDGenetics.UC,162,4,3_signal,0.000241817398,TripleAHC,Inflammatory bowel disease,Immune,,Ulcerative colitis
EUR.Kathiresan2009.LDL,287,3,3_signal,3.7173404500000004e-06,TripleAHC,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.MAGIC.FastingGlucose,289,3,3_signal,1.07892167e-05,TripleAHC,Fasting glucose,Glycemic,,Fasting glucose
EUR.MAGIC.Manning_et_al_FastingGlucose_Interaction.JMAcontBMI_P,289,3,3_signal,1.08648482e-05,TripleAHC,Fasting glucose,Glycemic,,Fasting glucose (BMI interact.)
EUR.MAGIC.Scott_et_al_FG_Jan2013,289,3,3_signal,5.80799268e-05,TripleAHC,Fasting glucose,Glycemic,,Fasting glucose
EUR.MAGIC_Manning_et_al_FastingGlucose_MainEffect.BMIadj,289,3,3_signal,5.67916999e-06,TripleAHC,Fasting glucose,Glycemic,,Fasting glucose
EUR.MAGIC_Manning_et_al_FastingGlucose_MainEffect,289,3,3_signal,1.58498618e-05,TripleAHC,Fasting glucose,Glycemic,,Fasting glucose
EUR.Willer2008.LDL,287,3,3_signal,8.93112167e-06,TripleAHC,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.ASN.CAD.cad.rec.090715.web,69,4,4_coexpr,0.00033839119700000003,TripleAHC,Coronary artery disease,Cardiovascular,,Coronary artery disease
EUR.BPSCZ.results,56,25,4_coexpr,1.0555479e-05,TripleAHC,"Bipolar, schizophrenia",Psychiatric,,Cross-disorder
EUR.BPSCZ.scz-only.results,56,25,4_coexpr,6.560876639999999e-07,TripleAHC,Schizophrenia,Psychiatric,,Schizophrenia
EUR.BPSCZ.scz-only.results,63,4,4_coexpr,9.65344145e-05,TripleAHC,Schizophrenia,Psychiatric,,Schizophrenia
EUR.BPSCZ.scz-only.results,68,4,4_coexpr,0.000361550792,TripleAHC,Schizophrenia,Psychiatric,,Schizophrenia
EUR.CARDIoGRAM_2010_lipids.LDL_ONE,47,4,4_coexpr,5.30979343e-05,TripleAHC,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.CARDIoGRAM_2010_lipids.TC_ONE,47,4,4_coexpr,0.000162196814,TripleAHC,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.CARDIoGRAM_gwas_results.CAD,69,4,4_coexpr,0.000185638855,TripleAHC,Coronary artery disease,Cardiovascular,,Coronary artery disease
EUR.GIANT_2015_HIPadjBMI_COMBINED_EUR,56,25,4_coexpr,1.36535689e-05,TripleAHC,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_COMBINED_EUR,68,4,4_coexpr,0.000231387078,TripleAHC,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_FEMALES_EUR,56,25,4_coexpr,2.11318122e-05,TripleAHC,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_FEMALES_EUR,68,4,4_coexpr,0.000202977696,TripleAHC,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_MALES_EUR,56,25,4_coexpr,6.20383403e-05,TripleAHC,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_MALES_EUR,68,4,4_coexpr,0.0006163916619999999,TripleAHC,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_2015_WCadjBMI_MALES_EUR,56,25,4_coexpr,5.2249439e-05,TripleAHC,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_2015_WCadjBMI_MALES_EUR,68,4,4_coexpr,0.00036514592799999997,TripleAHC,BMI (male),Anthropometric,,Body mass index
EUR.GLGC.jointGwasMc_LDL,47,4,4_coexpr,1.85783703e-05,TripleAHC,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.GLGC.jointGwasMc_TC,47,4,4_coexpr,0.00011174831,TripleAHC,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.GLGC.Mc_LDL,47,4,4_coexpr,0.00040962917399999996,TripleAHC,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.Hor2010.Narcolepsy.META_NARCO_HLAall_IMPUTED,40,5,4_coexpr,6.07259021e-06,TripleAHC,Narcolepsy,Various,,Narcolepsy
EUR.IBD.gwas_ichip_meta_release.IBD_GWAS_P,40,5,4_coexpr,0.000568504832,TripleAHC,Inflammatory bowel disease,Immune,,Inflammatory bowel disease
EUR.IBD.gwas_ichip_meta_release.IBD_META_P,40,5,4_coexpr,0.000568504832,TripleAHC,Inflammatory bowel disease,Immune,,Inflammatory bowel disease
EUR.IBD.gwas_ichip_meta_release.UC_GWAS_P,40,5,4_coexpr,0.0006662225179999999,TripleAHC,Inflammatory bowel disease,Immune,,Ulcerative colitis
EUR.IBD.gwas_ichip_meta_release.UC_ICHIP_P,59,5,4_coexpr,0.00136054422,TripleAHC,Inflammatory bowel disease,Immune,,Ulcerative colitis
EUR.IBD.gwas_ichip_meta_release.UC_ICHIP_P,40,5,4_coexpr,0.00136147039,TripleAHC,Inflammatory bowel disease,Immune,,Ulcerative colitis
EUR.IBD.gwas_ichip_meta_release.UC_META_P,40,5,4_coexpr,0.0006662225179999999,TripleAHC,Inflammatory bowel disease,Immune,,Ulcerative colitis
EUR.IBDGenetics.UC,40,5,4_coexpr,0.000117462822,TripleAHC,Inflammatory bowel disease,Immune,,Ulcerative colitis
EUR.IGAP_stage_1,47,4,4_coexpr,1.49059772e-05,TripleAHC,Alzheimer's disease,Neurodegenerative,,Alzheimer's disease
EUR.Neuroticism_Full,56,25,4_coexpr,5.3604625299999995e-05,TripleAHC,Neuroticism,Psychiatric,,Neuroticism
EUR.Okada2014.RA_GWASmeta_European_v2,40,5,4_coexpr,1.4798205599999998e-05,TripleAHC,Rheumatoid arthritis,Immune,,Rheumatoid arthritis
EUR.pgc.cross.full.2013-03,56,25,4_coexpr,8.85865088e-05,TripleAHC,"Bipolar, schizophrenia",Psychiatric,,Cross-disorder
EUR.pgc.cross.SCZ17.2013-05,56,25,4_coexpr,1.37806223e-06,TripleAHC,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.cross.SCZ17.2013-05,68,4,4_coexpr,0.000126831376,TripleAHC,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.cross.SCZ17.2013-05,63,4,4_coexpr,0.000386137658,TripleAHC,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.cross.SCZ17.2013-05,40,5,4_coexpr,0.0013178994500000001,TripleAHC,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.scz.full.2012-04,56,25,4_coexpr,4.98213634e-07,TripleAHC,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.scz.full.2012-04,63,4,4_coexpr,9.65250965e-05,TripleAHC,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.scz.full.2012-04,68,4,4_coexpr,0.000240314156,TripleAHC,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.scz2.2014,56,25,4_coexpr,3.5413750299999994e-05,TripleAHC,Schizophrenia,Psychiatric,,Schizophrenia
EUR.RA_GWASmeta2_20090505,40,5,4_coexpr,4.16091083e-06,TripleAHC,Rheumatoid arthritis,Immune,,Rheumatoid arthritis
EUR.scz.swe.pgc1.results.v3,56,25,4_coexpr,2.29516311e-05,TripleAHC,Schizophrenia,Psychiatric,,Schizophrenia
EUR.GIANT.BMI.WOMEN.GT50.publicrelease,21,5,5_cancer,0.00251277326,TripleAHC,"BMI, obesity",Anthropometric,,Body mass index
